# name: AS Org
# date: 201101
# program start time: 2014-07-20 03:04:39
# file creation time: 2014-07-20 03:04:40
# exe:build-as_org2info.pl
#    argument: -w /project/as2org/families.txt
#    argument: -D 201101
#    argument: /data/external/whois-database-dumps/201101/20110131.delegated-afrinic.txt.gz/data/external/whois-database-dumps/201101/20110131.delegated-apnic.txt.gz/data/external/whois-database-dumps/201101/20110131.delegated-arin.txt.gz/data/external/whois-database-dumps/201101/20110131.delegated-lacnic.txt.gz/data/external/whois-database-dumps/201101/20110131.delegated-iana.txt.gz
# format:org_id|changed|org_name|country|source
@aut-38178-APNIC|20060724|E-Cast|NZ|APNIC
@aut-38179-APNIC|20060724|Integrated Vision, Visionnet,|AU|APNIC
@aut-38180-APNIC|20070830|6/Fth floor JOLLIBEE PLAZA, Emerald Ave. Ortigas Center Pasig City.|PH|APNIC
@aut-38181-APNIC|20060703|Institute of Molecular and Cell Biology, Lifescience|SG|APNIC
@aut-38182-APNIC|20090807|Extreme Broadband - Total Broadband Experience|MY|APNIC
@aut-38183-APNIC|20060725|CABLELINK INTERNET SERVICES, INC.|PH|APNIC
@aut-38184-APNIC|20060726|Mandala Communication.|TH|APNIC
@aut-38185-APNIC|20060703|C-DAC Noida,Internet Service Provide (U.P.)India|IN|APNIC
@aut-38186-APNIC|20090221|Forewin Telecom Group Limited, ISP at HK|HK|APNIC
@aut-38187-APNIC|20100407|Gamania Digital Entertainment Co., Ltd.|TW|APNIC
@aut-38188-APNIC|20060714|Information Technology Enabled Service|IN|APNIC
@aut-38189-APNIC|20060728|Parliamentary Services|NZ|APNIC
@aut-38190-APNIC|20070725|ISP Services|AU|APNIC
@aut-38191-APNIC|20060728|Infosys Technologies Ltd|IN|APNIC
@aut-38192-APNIC|20091209|Akceycom Limited.|BD|APNIC
@aut-38193-APNIC|20101108|Transworld Associates (Pvt.) Ltd.|PK|APNIC
@aut-38194-APNIC|20060809|Bluestone Australia|AU|APNIC
@aut-38195-APNIC|20101007|APEXn Pty Ltd|AU|APNIC
@aut-38196-APNIC|20060810|WARID Telecom GSM Mobile Service Provider, Pakistan|PK|APNIC
@aut-38197-APNIC|20070208|Sun Network (Hong Kong) Limited|HK|APNIC
@aut-38198-APNIC|20060811|Shoreline Communications Ltd. Service Provider Tonga|TO|APNIC
@aut-38199-APNIC|20100525|Macro Lynx Sdn Bhd, Internet Service Provider, Malaysia|MY|APNIC
@aut-38200-APNIC|20060814|BTS Communications (BD) ltd,|BD|APNIC
@aut-38201-APNIC|20060816|Tonga Communications Corp.|TO|APNIC
@aut-38202-APNIC|20060817|PT. Mnet Indonesia Transit AS|ID|APNIC
@aut-38203-APNIC|20090106|Advanced Data Networks System Limited|BD|APNIC
@aut-38204-APNIC|20091216|Ashok leyland Ltd,|IN|APNIC
@aut-38205-APNIC|20101027|Plot 248,|IN|APNIC
@aut-38206-APNIC|20080402|eStation Pty Ltd Australia Primary AS Hosting Service Provider|AU|APNIC
@aut-38207-APNIC|20060828|Rajesh Multi Channel Pvt Ltd.|IN|APNIC
@aut-38208-APNIC|20081128|BEIJING YIWANGXIN TECHNOLOGY DEVELOPMET CO., LTD|CN|APNIC
@aut-38209-APNIC|20060830|CAMINTEL, National Telecommunication Provider, Phnom Penh, Cambodia|KH|APNIC
@aut-38210-APNIC|20060830|PSTN Operator and ISP|BD|APNIC
@aut-38211-APNIC|20060830|PT. Mandiri Citra Makmur|ID|APNIC
@aut-38212-APNIC|20100515|Nationwide Internet ServiceProvider,|BD|APNIC
@aut-38213-APNIC|20060826|Merrill Lynch Singapore Internet AS Number|SG|APNIC
@aut-38214-APNIC|20060905|Optus Customer Network|AU|APNIC
@aut-38216-APNIC|20100223|Cash Services Australia Pty Ltd|AU|APNIC
@aut-38217-APNIC|20090826|Dataspace Pvt. Ltd.|NP|APNIC
@aut-38218-APNIC|20060913|ULUSNET LLC. Mongolian Internet Provider|MN|APNIC
@aut-38219-APNIC|20060721|Skoda Auto India Pvt.Ltd.|India|APNIC
@aut-38220-APNIC|20100909|SIS Group Datacentre Sydney|AU|APNIC
@aut-38222-APNIC|20060914|Koala Telecom|AU|APNIC
@aut-38223-APNIC|20060914|The Revenue Department of Thailand.|TH|APNIC
@aut-38224-APNIC|20060707|Rediff.com India Limited,|IN|APNIC
@aut-38225-APNIC|20091104|ISPhone Australasia AS number|AU|APNIC
@aut-38226-APNIC|20070924|Online Stock Trading Company|HK|APNIC
@aut-38227-APNIC|20100219|Computer Services Limited (CSL)|WS|APNIC
@aut-38228-APNIC|20060925|Cooperative Promotion Department|TH|APNIC
@aut-38229-APNIC|20060926|Lanka Education & Research Network, NREN|LK|APNIC
@aut-38230-APNIC|20091016|MTLBD now R.I.P|BD|APNIC
@aut-38231-APNIC|20060929|CSLOXINFO Project for Surindra Rajabhat University|TH|APNIC
@aut-38232-APNIC|20071001|GESB Financial Services Provider Australia|AU|APNIC
@aut-38233-APNIC|20091203|Gurudas Heritage, 3rd floor|IN|APNIC
@aut-38234-APNIC|20090505|Norfolk Island Data Services and Antithesys AS|NF|APNIC
@aut-38235-APNIC|20080328|ANGKOR DATA COMMUNICATION|KH|APNIC
@aut-38236-APNIC|20100608|Gosford City Council|AU|APNIC
@aut-38238-APNIC|20100514|Newedge Financial Singapore Pte Ltd|SG|APNIC
@aut-38239-APNIC|20060929|CSLOXINFO Project for BURIRAM RAJABHAT|TH|APNIC
@aut-38241-APNIC|20061002|Hi-Tech Export.|IN|APNIC
@aut-38242-APNIC|20061002|Fortis Clearing Sydney|AU|APNIC
@aut-38243-APNIC|20061003|Crop and Food Research|NZ|APNIC
@aut-38244-APNIC|20061107|Cong ty Co phan Tap doan Vi Na|VN|APNIC
@aut-38245-APNIC|20061113|Cong ty Co phan Tap doan Vi Na|VN|APNIC
@aut-38246-APNIC|20070315|CDMA Mobile Phone Center (S-FONE)|VN|APNIC
@aut-38247-APNIC|20070601|Ha Noi Telecom Mobile Center|VN|APNIC
@aut-38248-APNIC|20070719|VTC Multimedia Corporation|VN|APNIC
@aut-38249-APNIC|20070912|Empower Securities Corporation|VN|APNIC
@aut-3825-APNIC|20060308|Korea Telecom|KR|APNIC
@aut-38250-APNIC|20070912|IP Telecom Corporation|VN|APNIC
@aut-38251-APNIC|20081127|VNDirect Securities Corporation|VN|APNIC
@aut-38252-APNIC|20090825|VNNIC Pool|VN|APNIC
@aut-38253-APNIC|20070920|Hanoi Telecom JSC|VN|APNIC
@aut-38254-APNIC|20061005|Fraser Coast Regional Council AS Local Government, Hervey Bay|AU|APNIC
@aut-38255-APNIC|20061006|Buriram Rajabhat University|TH|APNIC
@aut-38256-APNIC|20061009|Bengal Group Ltd. Nationwide Internet Service Provider, Bangladesh.|BD|APNIC
@aut-38257-APNIC|20100728|Digital River Pty Ltd|AU|APNIC
@aut-38258-APNIC|20060830|Sony - ASN for Asia Pacific|SG|APNIC
@aut-38259-APNIC|20080808|X-Net Limited|BD|APNIC
@aut-38260-APNIC|20081205|Transaction Network Services AS for Asia Pac|AU|APNIC
@aut-38261-APNIC|20061013|PUNJ LLOYD LIMITED|IN|APNIC
@aut-38262-APNIC|20070830|JIVE 247 COMMUNICATION ENTERPRIS|PH|APNIC
@aut-38263-APNIC|20100303|Austereo Internet Network|AU|APNIC
@aut-38264-APNIC|20100310|National WiMAX/IMS environment|PK|APNIC
@aut-38265-APNIC|20061017|Sisaket Rajabhat University|TH|APNIC
@aut-38266-APNIC|20070823|Vodafone Essar Ltd., Telecommunication - Value Added Services,|IN|APNIC
@aut-38267-APNIC|20080326|FibreNet Communications Ltd.,|BD|APNIC
@aut-38268-APNIC|20070326|Pointwest Technologies Corp.|PH|APNIC
@aut-38269-APNIC|20061017|PMI Mortgage Insurance Ltd, SYDNEY|AU|APNIC
@aut-38270-APNIC|20061017|AS number for CNGI core network which is composed of|CN|APNIC
@aut-38271-APNIC|20090107|CyberTech House|IN|APNIC
@aut-38273-APNIC|20061102|McsCom Co., LTD. To TTK STM1 UPSTREAM PROVIDER|MN|APNIC
@aut-38274-APNIC|20061102|PT. Megaxus Infotech|ID|APNIC
@aut-38275-APNIC|20090107|5th Floor, Plot No. 39, Phase II, Block A|IN|APNIC
@aut-38276-APNIC|20061103|Cynergic Communications - WA Peering AS Number Colo2|AU|APNIC
@aut-38277-APNIC|20061106|CommuniLink Internet Limited.|HK|APNIC
@aut-38278-APNIC|20090707|V Telecoms Berhad - Metro Ethernet LL and Internet Service Provider, Malaysia|MY|APNIC
@aut-38279-APNIC|20061108|IOMNET-AS ISP/Hosting service Provider Manila|PH|APNIC
@aut-38280-APNIC|20061113|Monash University Malaysia,|MY|APNIC
@aut-38281-APNIC|20090928|Xenion Pty Ltd|AU|APNIC
@aut-38283-APNIC|20061114|CHINANET SiChuan Telecom Internet Data Center|CN|APNIC
@aut-38284-APNIC|20091001|EcoHost Pty Ltd|AU|APNIC
@aut-38285-APNIC|20061115|Dodo Australia Pty Ltd|AU|APNIC
@aut-38286-APNIC|20061116|PPCTV broadband service is the first cable and DSL internet in Cambodia|KH|APNIC
@aut-38287-APNIC|20061117|VICTORIAN GOVERNMENT EXTRANET|AU|APNIC
@aut-38288-APNIC|20090402|Government Organisation|AU|APNIC
@aut-38289-APNIC|20061121|Last Mile Link Telecommunications Network|AU|APNIC
@aut-38290-APNIC|20061127|HOTSPOTZZ AP Wireless networks|AU|APNIC
@aut-38291-APNIC|20070806|BPS Corporation|PH|APNIC
@aut-38292-APNIC|20071123|ZeroOne (NZ) Limited,|NZ|APNIC
@aut-38293-APNIC|20061205|Ministry of Foreign Affairs|TH|APNIC
@aut-38294-APNIC|20081117|Serverworks Content Provider|NZ|APNIC
@aut-38295-APNIC|20080509|Content Service Provider Multihomed.|AU|APNIC
@aut-38296-APNIC||National Science and Technology Development Agency|TH|APNIC
@aut-38297-APNIC|20080304|ICT - Global Symposium Of Regulator (GSR)|TH|APNIC
@aut-38298-APNIC|20061207|MCS INTERNET SERVICES|AU|APNIC
@aut-38299-APNIC|20080304|REANNZ office AS to KAREN reasearch network,|NZ|APNIC
@aut-38300-APNIC|20061212|Research AS to observe route changes over time|NZ|APNIC
@aut-38301-APNIC|20090113|Trec Global Pacific Transit AS|PH|APNIC
@aut-38302-APNIC|20061214|Unisys Australia|AU|APNIC
@aut-38304-APNIC|20080207|Manilla, Philippines|PH|APNIC
@aut-38305-APNIC|20061215|The University of Otago|NZ|APNIC
@aut-38306-APNIC|20080411|FISERV|IN|APNIC
@aut-38307-APNIC|20101129|Association of Independent Schools of Victoria Inc|AU|APNIC
@aut-38308-APNIC|20061218|Telecom Service Provider in Hong Kong|HK|APNIC
@aut-38309-APNIC|20061218|Optus ZedRez VISP|AU|APNIC
@aut-38310-APNIC|20100505|iCan Solutions Pvt. Ltd. AS|IN|APNIC
@aut-38311-APNIC|20100901|POLYFONE TELECOM - WIRELESS ISP - BNE CORE|AU|APNIC
@aut-38312-APNIC|20091218|Vcare Call centers India, Call centers provider,|IN|APNIC
@aut-38313-APNIC|20061219|Dynamic Analojix. Internet Service Provider, Dhaka.|BD|APNIC
@aut-38314-APNIC|20061221|R Systems International LTD|IN|APNIC
@aut-38315-APNIC|20061220|GAZI COMMUNICATIONS A TELEPORT OPERATOR|BD|APNIC
@aut-38316-APNIC|20080605|78 Shenton Way #25-01|SG|APNIC
@aut-38317-APNIC|20061222|Office of State Revenue is a part|AU|APNIC
@aut-38318-APNIC|20061222|Transit AS for delivery of content|AUstralia|APNIC
@aut-38319-APNIC|20061205|Lincoln University, Canterbury, New Zealand|NZ|APNIC
@aut-38320-APNIC|20091221|PT Maxindo Mitra Solusi, Jl Kelapa Puan Raya Blok FU 1/9, Jakarta|ID|APNIC
@aut-38321-APNIC|20100422|DOCOMO interTouch - Headquarter|SG|APNIC
@aut-38322-APNIC|20071012|Packet One Networks Sdn Bhd, Internet Services Provider|MY|APNIC
@aut-38323-APNIC|20100622|MoneyHost Pty Ltd|AU|APNIC
@aut-38324-APNIC|20070110|Heartland Information Services|IN|APNIC
@aut-38325-APNIC|20100302|WTP|PH|APNIC
@aut-38326-APNIC|20070117|CSLOXINFO Project for Thanachart Capital Public Company Limited|TH|APNIC
@aut-38327-APNIC|20100927|woodside energy australia, woodside energy usa, woodside|AU|APNIC
@aut-38328-APNIC|20070122|Ministry of Finance|TH|APNIC
@aut-38329-APNIC|20070115|Wellington City Council|NZ|APNIC
@aut-38330-APNIC|20070123|Speedweb Network|AU|APNIC
@aut-38331-APNIC|20080328|Institut Teknologi Sepuluh Nopember|ID|APNIC
@aut-38332-APNIC|20100326|.au Domain Administration Ltd|AU|APNIC
@aut-38333-APNIC|20070124|Symbio Networks|AU|APNIC
@aut-38334-APNIC|20070125|World Health Organization, Western Pacific Regional Office,|AP|APNIC
@aut-38335-APNIC|20090414|BeiJing Shocom Telecom CO.,LTD|CN|APNIC
@aut-38336-APNIC|20071207|Beijing Linkever Technology Co.,Ltd|CN|APNIC
@aut-38337-APNIC|20070306|NIU Telecommunications Inc|CN|APNIC
@aut-38338-APNIC|20071115|Beijing Guanghuan hengtong Digital Technology Co LTD|CN|APNIC
@aut-38339-APNIC|20090414|FHAOWEIGAOKE TECHOLOGIES CO., LTD|CN|APNIC
@aut-38340-APNIC|20070308|BEIJING OPTIEAST NETWORKS TECH CO.,LTD.|CN|APNIC
@aut-38341-APNIC|20080306|HEXIE Information technology Co., Ltd.|CN|APNIC
@aut-38342-APNIC|20070406|SHANGHAI VSAT NETWORK SYSTEMS CO.,LTD|CN|APNIC
@aut-38343-APNIC|20070410|Shanghai Overseas Chinese Communication Network Co.,ltd|CN|APNIC
@aut-38344-APNIC|20101124|Beijing huayuxingsheng Co., Ltd|CN|APNIC
@aut-38346-APNIC|20080407|HangTian Info Network Ltd.|CN|APNIC
@aut-38348-APNIC|20070608|New Guoxin Telecom Corporation|CN|APNIC
@aut-38349-APNIC|20070429|China Communication Co., Ltd|CN|APNIC
@aut-38351-APNIC|20070608|New Guoxin Telecom Corporation|CN|APNIC
@aut-38352-APNIC|20070626|Beijing Gehua Ticketmaster Ticketing Co., Ltd.|CN|APNIC
@aut-38353-APNIC|20080418|BJ zhidediankang dianzishangwu youxiangongsi|CN|APNIC
@aut-38354-APNIC|20070910|Ticketmaster Ticketing Information Technology (Shanghai) Co., Ltd|CN|APNIC
@aut-38355-APNIC|20070709|ChongQing Broadcast&TV Transfer|CN|APNIC
@aut-38356-APNIC|20100331|Beijing Neteon Tech Co, Ltd.|CN|APNIC
@aut-38358-APNIC|20070928|Information Center of China Association for Science and Technology|CN|APNIC
@aut-38359-APNIC|20070806|Beijing GCFoursun Communications Technology CO.,LTD.|CN|APNIC
@aut-3836-APNIC|20070410|Thai Social/Scientific, Academic and Research Network|TH|APNIC
@aut-38360-APNIC|20071224|Beijing Linktom Network Technology Co.,Ltd.|CN|APNIC
@aut-38361-APNIC|20070820|CNET Networks LTD.|CN|APNIC
@aut-38363-APNIC|20071115|Shanghai Highway Information Technology Co.,Ltd|CN|APNIC
@aut-38364-APNIC|20071221|LONGTEL NETWORKS & TECHNOLOGIES LTD.|CN|APNIC
@aut-38365-APNIC|20071227|Beijing Baidu Netcom Science and Technology Co., Ltd.|CN|APNIC
@aut-38366-APNIC|20071129|BeiJing JiaShiZhongLi Technology Development Co.,Ltd|CN|APNIC
@aut-38367-APNIC|20080107|Union Life Insurance Co.,Ltd.|CN|APNIC
@aut-38368-APNIC|20071122|XinNet Technology Corp.|CN|APNIC
@aut-38369-APNIC|20080109|Alibaba (Beijing) Technology Co., Ltd.|CN|APNIC
@aut-38370-APNIC|20090122|CHINA RAILWAY Internet Guangdong Branch|CN|APNIC
@aut-38372-APNIC|20080102|FoShan RuiJiang Science and Tech Ltd.|CN|APNIC
@aut-38373-APNIC|20080124|Beijing HS-NET Technology CO.,Ltd|CN|APNIC
@aut-38374-APNIC|20080111|GUANZHOU GEHUANETWORK TECHNOLOGY&DEVELOPMENT CO;LTD|CN|APNIC
@aut-38375-APNIC|20080108|Beijing Gao Hua Securities Company Limited|CN|APNIC
@aut-38376-APNIC|20071225|Beijing Kuancom Network Technology Co.,Ltd.|CN|APNIC
@aut-38378-APNIC|20080102|Bosch (China) Investment Ltd.|CN|APNIC
@aut-38379-APNIC|20071215|Shanghai Shinesun Network Technology Ltd|CN|APNIC
@aut-38380-APNIC|20071214|China South Locomotive And Rolling Stock Industry Company|CN|APNIC
@aut-38381-APNIC|20081224|Travelsky Technology Limited|CN|APNIC
@aut-38382-APNIC|20071018|GuangDong Jinsheng investment development Co.,LTD|CN|APNIC
@aut-38385-APNIC|20101111|Pow Chein Tech. Co., LTD.|TW|APNIC
@aut-38386-APNIC|20100224|Skydio Pte. Ltd.|SG|APNIC
@aut-38388-APNIC|20070208|Bukbu District Office of Education in Seoul|KR|APNIC
@aut-38389-APNIC|20070208|Tong Yang Futures Trading co.,Ltd.|KR|APNIC
@aut-3839-APNIC|20041221|Chulalongkorn University|TH|APNIC
@aut-38390-APNIC|20070208|Goyang Office of Education|KR|APNIC
@aut-38391-APNIC|20070503|Gyeonggi provincial gimpo office of education|KR|APNIC
@aut-38392-APNIC|20070212|KYONGGI YANGPYEONG OFFICE OF EDUCATION|KR|APNIC
@aut-38393-APNIC|20070208|GangNam District office of Education|KR|APNIC
@aut-38394-APNIC|20070208|Gyeonggido Seongnam Office of Education|KR|APNIC
@aut-38395-APNIC|20071114|GwangJuHaNam Office of Education|KR|APNIC
@aut-38396-APNIC|20070426|Paju office of Education Gyeonggi Province|KR|APNIC
@aut-38397-APNIC|20070305|GANGSEO DISTRICT OFFICE OF EDUCATION IN SEOUL|KR|APNIC
@aut-38398-APNIC|20091120|Gyeonggi Uijeongbu office of Education|KR|APNIC
@aut-38399-APNIC|20070209|Gyeonggi-do Yeoju Office of Education|KR|APNIC
@aut-3840-APNIC|20041221|Labtam Australia Pty. Ltd.|AU|APNIC
@aut-38400-APNIC|20081104|Gyeonggi-do Pyongtaek Office Education|KR|APNIC
@aut-38401-APNIC|20070209|Gyeonggi Provincial Anseong Office of Education|KR|APNIC
@aut-38402-APNIC|20080904|Gyeonggi Provincial Suwon Office of Education|KR|APNIC
@aut-38403-APNIC|20070209|GunpoUiwang Office of Education|KR|APNIC
@aut-38404-APNIC|20070221|Gyeonggi Provincial Bucheon Office of Education|KR|APNIC
@aut-38405-APNIC|20071213|Gwang Myeong Office of Education|KR|APNIC
@aut-38406-APNIC|20070212|Kyeonggi-Do Hwaseong Office of Education|KR|APNIC
@aut-38407-APNIC|20070212|Gyeonggi-Do Ansan Office of Education|KR|APNIC
@aut-38408-APNIC|20070212|GYEONGGI PROVINCIAL ANYANG OFFICE OF EDUCATION|KR|APNIC
@aut-38409-APNIC|20070212|Dongducheonyangju office of Education|KR|APNIC
@aut-38410-APNIC|20070212|Pocheon Office of Education|KR|APNIC
@aut-38411-APNIC|20070212|Yongin office of education|KR|APNIC
@aut-38412-APNIC|20070214|Gyeonggi-Do Icheon office of Education|KR|APNIC
@aut-38413-APNIC|20081104|Ganddong District Office of Education in Seoul|KR|APNIC
@aut-38414-APNIC|20070214|Gyeonggi siheung office of education|KR|APNIC
@aut-38415-APNIC|20070215|Guri Namyangju Office Of Education|KR|APNIC
@aut-38416-APNIC|20070215|Gyeonggi Yeoncheon Office of Education|KR|APNIC
@aut-38417-APNIC|20070215|Gyeonggi Province Gapyeong office of Education|KR|APNIC
@aut-38418-APNIC|20070215|seoul seondong district office of education|KR|APNIC
@aut-38419-APNIC|20070216|AWP Co.,Ltd|KR|APNIC
@aut-38420-APNIC|20070312|BCCARD|KR|APNIC
@aut-38421-APNIC|20070319|Mirae Asset Investment Management Co., Ltd.|KR|APNIC
@aut-38423-APNIC|20070410|Pantech C&I|KR|APNIC
@aut-38424-APNIC|20070508|KOREA CABLE TELECOM|KR|APNIC
@aut-38425-APNIC|20091207|KTHS|KR|APNIC
@aut-38426-APNIC|20070523|TBROAD BUKBUSAN BROADCASTING CO.,LTD.|KR|APNIC
@aut-38427-APNIC|20070601|FORCETEC Co., LTD.|KR|APNIC
@aut-38428-APNIC|20070601|Korea Information & Communicaions Co..|KR|APNIC
@aut-38429-APNIC|20070605|BRNETCOMM|KR|APNIC
@aut-3843-RIPE|20020821|Van Ommeren Intexo||RIPE
@aut-38430-APNIC|20070605|DONG GU CABLE TELEVISION NETWORK.CO.LTD|KR|APNIC
@aut-38431-APNIC|20070605|LG CNS|KR|APNIC
@aut-38432-APNIC|20070615|The Office of Waterworks Seoul Metropolitan Go|KR|APNIC
@aut-38433-APNIC|20070615|Korea Fund Administration Compliance|KR|APNIC
@aut-38434-APNIC|20081222|SK communications|KR|APNIC
@aut-38435-APNIC|20081105|KOLON DATA COMMUNICATION CO, LTD. (KOLON)|KR|APNIC
@aut-38436-APNIC|20070702|KETI|KR|APNIC
@aut-38437-APNIC|20070201|WIC NZ Ltd Dunedin-based ISP|NZ|APNIC
@aut-38438-APNIC|20101215|NSW Businesslink|AU|APNIC
@aut-38439-APNIC|20070208|Thonburi Collage of Technology|TH|APNIC
@aut-38440-APNIC|20070208|Mobileclusters Ltd|HK|APNIC
@aut-38441-APNIC|20070208|Jericho Ltd.|NZ|APNIC
@aut-38442-APNIC|20070208|Vodafone Fiji Limited|FJ|APNIC
@aut-38443-APNIC|20070208|ADC co.,Ltd. Transit AS Internet service provider Thailand|TH|APNIC
@aut-38444-APNIC|20070209|Advanced Info Service PCL.|TH|APNIC
@aut-38445-APNIC|20070209|Affiliated Computer Services, Inc. (Philippines)|PH|APNIC
@aut-38446-APNIC|20070212|Mobile Clusters LTD - North American AS|HK|APNIC
@aut-38447-APNIC|20070212|CBL Group Content Service Provider AS for AP|AU|APNIC
@aut-38448-APNIC|20070212|CSLOXINFO Project for Asia Plus Securities Plc.|TH|APNIC
@aut-38449-APNIC|20070212|AS at EEC for Mobile Clusters Ltd|GB|APNIC
@aut-38450-APNIC|20070214|Ministry of Infomation Communication Technology|TH|APNIC
@aut-38451-APNIC|20070214|SMX Ltd|NZ|APNIC
@aut-38452-APNIC|20070215|Leo Paper Group Manufacturing Limited|HK|APNIC
@aut-38453-APNIC|20070215|Metal Storm Limited|AU|APNIC
@aut-38454-APNIC|20070216|G-Mobile Corporation|MN|APNIC
@aut-38455-APNIC|20070219|IPC Network Services|AU|APNIC
@aut-38456-APNIC|20070220|Pacific Teleports.|AU|APNIC
@aut-38457-APNIC|20100921|Honesty Net Solution (I) Pvt Ltd|IN|APNIC
@aut-38458-APNIC|20070220|Meat and Livestock Australia Ltd|AU|APNIC
@aut-38460-APNIC|20070221|IP-EGAMES PHILIPPINES, On Line Games (MMORPG), Makat City,Philippines|PH|APNIC
@aut-38461-APNIC|20091120|Capgemini INDIA Pvt. Ltd.|IN|APNIC
@aut-38462-APNIC|20091110|BeaconNC, Inc.|JP|APNIC
@aut-38463-APNIC|20070301|AZ Communications Network, Inc.|PH|APNIC
@aut-38464-APNIC|20100420|GISPL ISP/NSP Of Nepal|NP|APNIC
@aut-38465-APNIC|20070227|ANGLICAN CHURCH COMMUNITY|AU|APNIC
@aut-38466-APNIC|20090423|U Mobile Sdn Bhd|MY|APNIC
@aut-38467-APNIC|20070301|DBA Moylan|PH|APNIC
@aut-38468-APNIC|20070301|YESBANK|IN|APNIC
@aut-38469-APNIC|20070305|Pure Blue HK NOC|HK|APNIC
@aut-38470-APNIC|20070305|UEComm/Telstra ISP for Unisys DIMA Project|AU|APNIC
@aut-38471-APNIC|20070306|BC Net Inc.|PH|APNIC
@aut-38472-APNIC|20070306|UCMS|AU|APNIC
@aut-38473-APNIC|20070306|Agricultural Research CRI, New Zealand|NZ|APNIC
@aut-38474-APNIC|20070307|Australian Antarctic Division Federal Government Administration and Scientific Research into Antarctica and the Southern Ocean|AU|APNIC
@aut-38475-APNIC|20070309|China Construction Bank (Asia) Corporation Limited|HK|APNIC
@aut-38476-APNIC|20080314|GATI|IN|APNIC
@aut-38477-APNIC|20100122|Unleash|NZ|APNIC
@aut-38478-APNIC|20070423|SunnyVision Limited|HK|APNIC
@aut-38479-APNIC|20070316|Landcare Research|NZ|APNIC
@aut-38480-APNIC|20100604|Computer Systems Australia ASN|AU|APNIC
@aut-38481-APNIC|20070316|JPMORGAN Singapore|SG|APNIC
@aut-38482-APNIC|20070316|Biznet ISP|ID|APNIC
@aut-38483-APNIC|20070316|RCG INFORMATION TECHNOLOGY, AS CONTENT PROVIDER MANILA|PH|APNIC
@aut-38484-APNIC|20070316|Virgin Broadband VISP|AU|APNIC
@aut-38485-APNIC|20070316|Gen-i Service Delivery Platform,|NZ|APNIC
@aut-38486-APNIC|20070319|MTR Corporation Limited|HK|APNIC
@aut-38487-APNIC|20070319|Bluepower AS MSP Australia|AU|APNIC
@aut-38488-APNIC|20070618|Telecard Limited|PK|APNIC
@aut-38489-APNIC|20070321|DBS Vickers Securities Online (Singapore) PTE LTD|SG|APNIC
@aut-38490-APNIC|20070321|INDOSAT Mega Media (Internet Network Provider) Pt,|ID|APNIC
@aut-38491-APNIC|20070323|Bangko Sentral ng Pilipinas, Manila, Philippines|PH|APNIC
@aut-38492-APNIC|20070326|REANNZ customer|NZ|APNIC
@aut-38493-APNIC|20071122|Royal Green Online Ltd. Internet Service Provider, Dhaka,|BD|APNIC
@aut-38494-APNIC|20070326|PT. Bakrie & Brothers, Tbk|ID|APNIC
@aut-38495-APNIC|20070328|Transpower New Zealand Ltd.|NZ|APNIC
@aut-38496-APNIC|20070508|PT Cyber Network Indonesia|ID|APNIC
@aut-38497-APNIC|20070516|PT. ERESHA TECHNOLOGIES|ID|APNIC
@aut-38498-APNIC|20070523|BIZNET ISP|ID|APNIC
@aut-38499-APNIC|20070528|PT ANDOWA TELECOM|ID|APNIC
@aut-38500-APNIC|20070528|PT. Cross Network Indonesia|ID|APNIC
@aut-38501-APNIC|20070529|PT Solusi Lintas Data|ID|APNIC
@aut-38502-APNIC|20070529|PT. MULTI DATA PALEMBANG|ID|APNIC
@aut-38503-APNIC|20070615|PT. Indomaya Wira Sejahtera|ID|APNIC
@aut-38504-APNIC|20070625|PT ALUCIO NET|ID|APNIC
@aut-38505-APNIC|20101116|PT. Global Komunika Dewata|ID|APNIC
@aut-38506-APNIC|20070726|PT Pika Media Komunika|ID|APNIC
@aut-38507-APNIC|20070727|PT. Mitra Internet Tech|ID|APNIC
@aut-38508-APNIC|20070730|PT. Cyberindo Aditama|ID|APNIC
@aut-38509-APNIC|20070814|PT. Maxima Data|ID|APNIC
@aut-38510-APNIC|20070816|DEPARTEMEN PERTANIAN REPUBLIK INDONESIA|ID|APNIC
@aut-38511-APNIC|20070824|PT Remala Abadi|ID|APNIC
@aut-38512-APNIC|20100819|MVNO|ID|APNIC
@aut-38513-APNIC|20070907|PT Aplikanusa Lintasarta|ID|APNIC
@aut-38514-APNIC|20070913|Lintas Wave Network Solution, PT.|ID|APNIC
@aut-38515-APNIC|20070924|GRAHAMEDIA INFORMASI, PT.|ID|APNIC
@aut-38516-APNIC|20090407|Infokom Elektrindo, PT.|ID|APNIC
@aut-38517-APNIC|20070926|PT Global Telecom Utama|ID|APNIC
@aut-38518-APNIC|20070928|Lintas Wave Network Solution, PT.|ID|APNIC
@aut-38519-APNIC|20071001|Mobile-8 Telecom, Tbk|ID|APNIC
@aut-38520-APNIC|20071109|Visindo Telematika Nusantara, PT|ID|APNIC
@aut-38521-APNIC|20090205|Pishon Wireless Teknologi, PT|ID|APNIC
@aut-38522-APNIC|20071114|Telindo Nusantara, PT|ID|APNIC
@aut-38523-APNIC|20071123|INTI INFORMATIKA, PT|ID|APNIC
@aut-38524-APNIC|20071130|Laxo Global Akses, PT|ID|APNIC
@aut-38525-APNIC|20091104|Netsoft, PT|ID|APNIC
